Id,Clothing Type,Sex,Color,Brand,Price,Images,1st Image Preview,Miscellaneous
1,Badeanzug,Weiblich,Schwarz,Je suis,104.95,"[http://image01.otto.de/pool/albamoda_formatI/8055519.jpg,http://image01.otto.de/pool/albamoda_formatI/8362645.jpg]",,"Je Suis Badeanzug weiß Gr. 46Badeanzug von JE SUIS, klassisch in schwarz-weiß mit stilisierten Schmetterlingen, schwarze, breite Träger, Verdeckte Bügelverarbeitung, Hoher, runder Rückenausschnitt, Vollgefüttert, 72% Polyamid 28% Elastan: SENSITIVE, schnell trocknend, waschbar."
2,Badeanzug,Weiblich,Schwarz,Glumann,109,[http://www.bader.de/medias/sys_master/celum_assets/2013FK1_0362021FL_ple1_local_l_local_l.jpg?136],,"BadeanzugHochwertiger, schwarzer Badeanzug von ""Glumann"", mit buntem, platziertem Druckdessin im Vorder- und Rückteil, überschnittener, uni Dekolletéblende vorne, uni Ausschnittblende hinten, seitlicher Raffung am Büstenteil, Label, eingearbeiteten Büstenschalen, Unterbrustband sowie Halbkorsage.;Qualität: 80% Polyamid und 20% LYCRA® Elastan;Nach Öko-Tex Standard 100 (09.0.65819 Hohenstein)"
3,Badeanzug,Weiblich,Blau,Je suis,119.95,"[http://image01.otto.de/pool/albamoda_formatI/8050214.jpg,http://image01.otto.de/pool/albamoda_formatI/8282128.jpg]",,"Je Suis Badeanzug blau Gr. 44Badeanzug von JE SUIS, attraktiv in Jeansoptik mit dekorativen Rüschen und Zierknöpfen, verdeckte Bügelverarbeitung, hoher, gerader Rückenausschnitt, schmale, verstellbare Träger, die hinten überkreuz getragen werden, Vorderfutter. Matte SENSITIVE-Ware, hohe Formbeständigkeit, Schutz vor UV-Strahlen, hohe Luftdurchlässigkeit aber keinen Sand, kein Pilling, hoher Tragekomfort, schnell trocknend. 72% Polyamid, 28% Elastan, waschbar"
4,Badeanzug,Weiblich,Schwarz,Heine,134.95,"[http://image01.heine.de/pool/format_hv_ea_1/4395877.jpg,http://image01.heine.de/pool/format_hv_ea_1/6339412.jpg]",,"HEINE: Damen Bandeau-BadeanzugBandeau-Badeanzug von JE SUIS präsentiert von ALBA MODA, attraktive Drapierung in Schwarz-Weiß-Kombination, hoher, gerader Rücken, abnehmbare Träger, Soft-Cups. Sensitive-Ware aus 72% Polyamid, 28% Elastan, waschbar."
5,Badeanzug,Weiblich,Braun,Alba Moda,139.95,"[http://images.otto.de/asset/mmo/Preset_PSM/4758806.jpg,http://images.otto.de/asset/mmo/Preset_PSM/6328167.jpg]",,"Badeanzug, braunBadeanzug von ALBA MODA in harmonischer Farbgebung mit verstellbaren Trägern. 3 Tragevarianten: Träger als Neckholder, hinten zum Überkreuzen, klassisch gerade. Softcups, hoher, runder Rückenausschnitt, Vorderfutter, 80% Polyamid 20% Elastan: leicht glänzend, Formstabil, trocknet schnell, Futter: 100% Polyamid, waschbar"
6,Badeanzug,Weiblich,Violett,Diane von Furstenberg,140,[http://www.beachfashionshop.com/assets/images/product_images/popup_images/814fabb43d2a1861a942237f6955b8857356df86.jpg],,"Wickel-Badeanzug im Leo-PrintBadeanzug mit modernem Leoprint in Lila und Dunkelbraun und stilvoller Wickel-Optik. Der Badeanzug wird vorne seitlich gebunden, wodurch elegante Raffungen entstehen. Er hat schmale Träger, einen tiefen V-Ausschnitt am Dekolleté und am Rücken. Die Höschenpartie des Badeanzugs hat einen mittelhohen Beinausschnitt und kaschiert schön an den Hüften."
7,Badeanzug,Weiblich,Rot,Suprima,145.74,[http://www.mercateo.com/images/products/Yes-Sportswear/gr_1519023-kl-1.jpg#suprima-suprima-badeanzug-modisch-bordeaux-groesse-36-44],,"Suprima Badeanzug, modisch, bordeaux, Größe 36-44Badeanzug modisch Material: Badeanzug: 80% Polyamid, 20% Elasthan Innenslip: 100% Polyester, Polyurethan beschichtet Eigenschaften: - eingearbeiteter Sicherheitsslip - Rockteil kaschiert Innenslip - eingearbeitete Büstenkörbchen - praktischer Verschluss im Rückenteil - Farbe: bordeaux"
8,Badeanzug,Weiblich,Blau,Gottex,169.99,"[http://www.breuninger.com/medias/sys_master/pod/2013/01/9107932086302.jpg,http://www.breuninger.com/medias/sys_master/zoom/2013/01/9107931987998.jpg]",,"gottex Badeanzug blauEin raffinierter Begleiter für Ihren nächsten Badeurlaub: Der elegante Bandeau-Badeanzug von gottex, mit angenähtem Oberteil in verführerischer Netzoptik. Damit läuft es sich bei Ihrem Strandspaziergang wie auf einem Catwalk!Bandeau-Oberteil mit wattierten Cups Abnehmbarer Träger Integriertes, schlauchförmiges Oberteil mit Raffungen an den Seiten und am Rücken"
9,Badeanzug,Weiblich,Bunt,Gottex,169.99,"[http://www.breuninger.com/medias/sys_master/pod/2013/01/9107952861214.jpg,http://www.breuninger.com/medias/sys_master/zoom/2013/01/9107952762910.jpg]",,"gottex Badeanzug RAINBOW orangeSchillernd wie ein Regenbogen zeigt sich der traumhaft schöne Badeanzug RAINBOW von gottex. Der Einteiler passt sich der weiblichen Silhouette an, formt und bringt Ihre weiblichen Vorzüge optimal zur Geltung. Ab an den Strand!Taillierte Passform Wattiertes Oberteil mit gepolsterten Cups Front in Lagenoptik und mit Raffungen Tiefer Rückenausschnitt"
10,Badeanzug,Weiblich,Schwarz,Lisca,59.95,[http://www.golop.de/shop/images/images_big/pimage_67313766.jpg],,"LISCA: exclusiver BadeanzugExklusiver und edler Badeanzug "",HARLESTON"", in Schwarz Edler schwarzer Badeanzug von LISCA in einem traumhaften Figurunterstreichenden Schnitt. Der hochwertig verarbeitete Badeanzug punktet mit einem TOP Schnitt, der durch doppeltes Frontfutter eine zauberhafte Figur modelliert. Gemoldete Schaumstoffcups und Bügel betonen den Busen und lassen nichts durchschimmern. Unter dem BH Teil ist ein Ausschnitt mit Zierband und goldenem Mettallzierpatt eingearbeitet, der den absoluten Hingucker dieses Badeanzuges ausmacht. Im Rücken ist mit einem leichten Gummizug und zusätzlichen Tragebändern und Zierbändern in Leopardenoptik ausgerüstet. Hinreißend weiblich die trendige Bandeau-Variante. Mit hohem Beinausschnitt und abnehmbaren und verstellbaren Trägern. Alle Träger sowie Abpasspelungen sind in Material in Leoparden Optik gefertigt. Natürlich auch mit Wäscheschutz, sowie einem dezenten LISCA Label aus Metall. LISCA Dessous, hochwertige Unterwäsche für die anspruchsvolle und modische Dame. LISCA Dessous, Damen Unterwäsche edel oder natürlich elegant, aus edlen Materialien, mit wertvoller Spitze und Stickereien. LISCA Dessous, BH´s, Bodys, Strings, Pants, Slips, Bademode auch in großen Gr�ßen. Material: 80% Polyamid, 20% Elasthan Farbe: Schwarz"
13,Badeanzug,Weiblich,Blau,Palm Beach,69.95,[http://damenmode.schwab.de/pool/formata/5960933.jpg],,"Badeanzug Palm Beach blau (40, 46, 38, 44, 42)Badeanzug, Palm Beach. Ein Highlight für die sonnigen Tage! Im modischen Dessin mit glitzernden Akzenten. Der eingearbeitete Zierring im gerafften Brustbereich setzt das Dekolleté besonders schön in Szene. Innenliegende Bügel geben zusätzlichen Halt. Runder Rückenausschnitt. 80% Polyamid, 20% Elasthan."
15,Badeanzug,Weiblich,Schwarz,Sunflair,79.99,[http://www.mona.de/mb3_media/301/570/8/9/4/894485H.jpg],,"Sunflair Sunflair Damen Badeanzug, schwarz, Cup CProduktinformationen zu Sunflair Sunflair Damen Badeanzug, schwarz, Cup C in Größe 46: Badeanzug mit Bein. Die Träger sind am geraden Rücken aushakbar und auch als Neckholder tragbar. Mit Unterbrustband und Softschalen. Nomaler Rücken. Aus 71% Polyamid, 29% Elasthan (Lycra)."
17,Badeanzug,Weiblich,Schwarz,Sunflair,89.95,[http://images.otto.de/asset/mmo/Preset_PSM/8059675.jpg],,"Badeanzug, Sunflair, schwarzBadeanzug, Sunflair. Der setzt Ihre Figur perfekt in Szene! Der V-förmige Druck-Einsatz vom Ausschnitt bis zum Bauch und formende Wiener Nähte strecken optisch. Die feste und blickdichte Qualität formt die Figur auf schmeichelnde und angenehme Weise. Mit Softschalen. Runder Rückenausschnitt. 59% Polyamid, 41% Elasthan (Lycra)."
19,Badeanzug,Weiblich,Bunt,Sunflair,89.95,[http://grosse-groessen.sheego.de/pool/formata/3996325.jpg],,"Badeanzug multicolor (36, 44, 38, 40, 42, 46, 48)Badeanzug von SUNFLAIR präsentiert von ALBA MODA in Schwimmerform, farbenfroher Druck, kombiniert mit Schlangendruck. Breite, mit Druckpaspel abgesetzte, hinten aushakbare Träger. Softcups, tiefer Ausschnitt mit Zierelement und mit Zierperlen versehene Bänder für ein tolles Dekolleté, 80% Polyamid, 20% Elastan, waschbar"
23,Badeanzug,Weiblich,Bunt,Sunflair,89.99,[http://www.mona.de/mb3_media/301/570/0/2/9/029041H.jpg],,"Sunflair Sunflair Damen Badeanzug, blau, bunt, Cup CProduktinformationen zu Sunflair Sunflair Damen Badeanzug, blau, bunt, Cup C in Größe 44: Badeanzug von SUNFLAIR mit grafischem Muster rundum. Der V-Ausschnitt und die Träger sind mit einer blauen Paspel eingefasst. Die Träger sind am Rücken aushakbar und als Neckholder tragbar. Mit Softschalen und Unterbrustband. Gerader Rücken. Aus 76% Polyamid, 24% Elasthan (Lycra). Maschinenwäsche."
24,Badeanzug,Weiblich,Bunt,Charmline,99.9,[http://www.drunterwelt.com/out/pictures/1/a_1780_frei.jpg],,"Charmline Badeanzug Body Control Tropical ThunderSchöner, farbenfroher Badeanzug aus dem Hause Charmline in ansprechendem Design und stylischer Farbgebung. Charmline hat ein figurformende Wirkung durch eine spezielle Verarbeitung im Taillenbereich. Dadurch wird der Umfang um ein paar Zentimeter verkleinert. Badeanzug mit verstecktem Innenbügel mit Bruststütze und Karree-Ausschnitt.Optimal für die kommende BadesaisonSollte der Artikel nicht in der von Ihnen gewünschten Farbe oder Größe vorrätig sein, kontaktieren Sie uns bitte, damit wir eine optimale Lösung für Sie finden können."
25,Badeanzug,Weiblich,Bunt,Lidea,99.9,[http://www.drunterwelt.com/out/pictures/1/lidea_8640_p1.jpg],,"Lidea Badeanzug Rainbow TigerBadeanzug aus dem Hause Lidea von Maryan Mehlhorn. Die Serie trägt den Namen Rainbow Tiger. Der Anzug ist mit Softschale gearbeitet und besitzt Formbügel. Das Stück ist aus einem schönen, weichen und angenehm zu tragenden Material. Dezenter V-Ausschnitt wodurch die Brust und das Dekolletee optimal geformt werden. Die Träger können natürlich in der Länge verstellt werden Auf Bild eins erkennen Sie die Form, auf Bild zwei das Muster.Der Print ist ein Tiger-artiges Muster in Gelb-lila-Grünen Farbtönen. Optimal für die kommende Badesaison Sollte der Artikel nicht in der von Ihnen gewünschten Farbe oder Größe vorrätig sein, kontaktieren Sie uns bitte, damit wir eine optimale Lösung für Sie finden können."
26,Badehose,Männlich,Blau,Adidas,37.95,"[http://www.karstadt.de/dbimages/sp/305/30525/3052507886_g.jpg,http://www.karstadt.de/dbimages/sp/305/30525/3052507886_d.jpg]",,"Adidas Herren Badehose, dunkelblau/gelbDie Herren Badehose mit 26 cm Seitennaht zeigt eine sportliches Design. Das weiche, komfortable INFINITEX-Material trocknet schnell und ist 100% chlorbeständig. Der innenliegende Kordelzug sichert die Passform. Farbe: dunkelblau/gelbAusführung: ShortySportart: WassersportProduktart: BadebekleidungMaterial: 100% PolyesterProdukttyp: BadehoseZielgruppe: Herren"
27,Badehose,Männlich,Schwarz,Jammer,29.9,[http://www.swimmshop4you.de/WebRoot/Store15/Shops/61621824/5129/028C/B337/54FF/5C15/C0A8/29BA/E39E/24202_20_s.jpg],,"Jammer Trainings BadehoseAquafeel Jammer Badehose -knielange Trainings Badehose mit XLA-Technologie Artikel-Nr.:24202 Marke:Aquafeel XLAnce ist perfekt für alle -auch extreme-Wassersportarten. Besonders widerstandsfähig gegen Chlor,Schweiß und die Kombination von Sonnenschutzmitteln mit UV-Strahlung. Garantiert schnelltrocknend, atmungsaktiv und absolut unempfindlich gegen Sonnenschutzmittel. Das Material schmiegt sich perfekt an, formt Ihren Körper, lässt aber gleichzeitig absolute Bewegungsfreiheit zu und überzeugt zudem mit einer hervorragenden haltbarkeit."
28,Badehose,Weiblich,Schwarz,Adidas,32.95,[http://images.otto.de/asset/mmo/Preset_PSM/8138702.jpg],,"Badehose Damen, schwarz/weißadidas Badehose; reflektierendes 3 Streifen-Design und Logoprint; Kordelzug innen; Paspelierung am hinteren Bund. Infinitex gegen Chlorschäden. 100% Polyester."
29,Badehose,Männlich,Bunt,O Neill,32.99,[http://www.sieger-preise.de/images/produkte/i19/1957-Oneill-Badeshort-103165-1200.jpg],,"O´Neill Herrenbadeshort / Badehose für HerrenO´Neill Herrenbadeshort / Badehose für Herren. O´Neill Badeshort mit gestickten Motiven für Herren. Die O´Neill Beachshort / Badeshort mit farbenfrohen Motiven gestickt sollte bei deinem nächsten Strandaufenthalt nicht fehlen. Sie hat einen Gummibund mit Kordel, einen Netztinnenslip und eine verschließbare Beintasche. O´Neill Logo ist hochwertig am linken Bein gestickt. verschließbare Beintasche Bund mit Kordel O´Neill Logo gestickt 100% Polyester Farbe: White AopMaterial: 100% PolyesterArtNr.: 103165 ca. Maße in cm: Größe (W 30) S (W 32) M (W 34) L (W 36) XL (W 38) XXL Bund ungedehnt 39 43 46 48 50 Länge 56 57 58 59 60 inkl. MwSt zzgl. Versand"
30,Badehose,Männlich,Blau,Olaf Benz,33.59,"[http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/ad97600aa523527b65f80e6fd6e76e60.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/569894760_242046.jpg]",,"Olaf Benz Style Badehose Surfbrief BLU1152Olaf Benz Style Badehose Surfbrief BLU1152 Olaf Benz Badehose Surfbrief ice BLU1152 Serie: BLU1152 Surfbrief Artikel: 105626/1003 ice Designermarke aus SACHSEN Diese Serie ist toll für einen auffallenden Paukenschlag an den Stränden von Ibiza Bei dem thrilligen azur- oder kiwifarbigem Badestoff aus Spanien, sind Teilflächen mit einer Spezialbeschichtung metallisiert. Entsprechend heftig glitzern die y geschnittenen Höschen in der Sonne und ziehen damit die Blicke begeisterter Girlies an. der knappe Surfbrief ist natürlich den austrainierten Beachboys vorbehalten Suspensorium doppelt unterlegt Kordelband zum Weite regulieren Hinten im Glitzer Design Material: 80% Polyamid, 20% Elasthan Pflege: 30° Wäsche,nicht für den Trockner geeignet"
31,Badehose,Männlich,Bunt,Olaf Benz,33.59,"[http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/5def3e32ab104a20b545c02e64c01ebf.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/268c70865638b5f7ac0d4a0ece809d52.jpg]",,"Olaf Benz Badehose SURF PantsOlaf Benz Badehose SURF Pants Olaf Benz Badehose SURF Pants BLU1160 lava Serie: BLU1160 SurfpantsArtikel: 105680/8058 lavaOlaf Benz- Designermarke aus SACHSENdie Schnittform dieser Serie ist neu uns ausgesprochen Sexydiese Surfpants sitzen hüftig und erinnern an kalifornische Schwimmer oder australische Rettungsschwimmerdas neu interpretierte Camouflage Design ist großzügig angelegtdurch die schwarzen Kontrastränder an Bund und Bein entsteht eine sportliche TrendoptikSuspensorium doppelt unterlegtinnen rotes Kordelband zum Weite regulierenMaterial: 80% Polyamid,20% ElasthanPflege: 30° Wäsche,nicht für den Trockner geeignetFarbe: lava"
32,Badehose,Männlich,Schwarz,Adidas,34.95,[http://media08.smatch.com/300x220/213802822.jpg],,"adidas Badehose in Schwarz für HerrenADIDAS: Badehose von adidas in markentypischer Streifenoptik. Das elastische Material und der integrierte Kordelzug garantieren eine optimale Passform. Am vorderen linken Beinabschluss trägt die Badehose eine Logo-Applikation. Farbe: Schwarz , für Herren, Typ: Badehose"
33,Badehose,Männlich,Blau,Scotch & Soda,34.95,"[http://www.yam-yam-fashion.de/pic/104486p.jpg,http://www.yam-yam-fashion.de/pic/104486a.jpg]",,scotch & soda BASIC BRIGHT COLOUR SWIMSHORT Badehose blauscotch & soda Basic Bright Colour Swimshort! Badeshort mit Gummizug. Kordel. Seitentaschen. Aufbewahrungsbeutel. Netzinnenhose.Farbe: blau
34,Badehose,Männlich,Gelb,HOM,35,[http://ecx.images-amazon.com/images/I/41ZQtq5HGQL.jpg],,"HOM Herren Badehose 10119955 Marine Chic Micro 01, Gr. 7 (XL), Gelb (YELLOW - LIGHT COMBINATION M011)HOM Badehose Micro - Marine chicModischer Bade-Micro von HOM in sonnigem gelb für Badespass an Strand und Pool - mit HOM Logo aus Metall - angenehm weiche Microfaser-Qualität - perfekte Passform.Vorderteil gefüttert flacher Gummibunddie Weite lässt sich durch Kordelzug individuell anpassenangenehm elastisch und dauerhaft formbeständig durch Elastanschnelltrocknend Bildnachweis: Foto: (c) wear4you.de Farben: hellblau, marine, grün, orange, gelb Größen: M, L, XL, XXL Material: 80% Polyamid, 20% Elastan Artikelnr.: 10119954"
36,Badehose,Männlich,Schwarz,HOM,36.95,"[http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/5b6dec25dc6d2602e1cc607bf46fc48f.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/39d93e2168d5c2ba4dcfdc235fe7f441/hom-badehose-chic-sport-amiral-mini-badeslip-10112086.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/3bee4e55d608d3aaf1957c2816188e81/hom-badehose-chic-sport-amiral-mini-badeslip-10112086.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/561488580_218604/hom-badehose-chic-sport-amiral-mini-badeslip-10112086.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/561488580_481368/hom-badehose-chic-sport-amiral-mini-badeslip-10112086.jpg,http://files.rakuten.de/e50bccbf9eb99b403fdcdf5c9bc2b4d0/images/561488580_715126/hom-badehose-chic-sport-amiral-mini-badeslip-10112086.jpg]",,"Hom Badehose Chic Sport Amiral Mini Badeslip 10112086HOM Badehose CHIC SPORT Amiral Mini Badeslip 10112086 Badehose CHIC SPORT Amiral Mini Triumph von der Herrenmarke HOM, des Wäsche Hersteller Triumph Sport Badehose Beachwear verstärkte Vorderfront Kordelband zum Weite regulieren innen Taschen Attrappe vorn mit angebrachtem HOM Logo breiter Bund farbliche Auflockerung auf der linken Seite Pflegeleichte und Schnelltrocknendes Material Verhindert das Auskühlen der Haut nach dem Baden besticht durch Funktionalität und Qualität Material: 80% Polyamid / 20% Elasthan Pflege: maschinenwaschbar 30° Farben: black mit blue, grey mit green , Bekleidung & Accessoires, Herrenmode, Herren Sport & Freizeitkleidung, Herren Bademode, Badehosen"
37,Badehose,Männlich,Schwarz,Speedo,38,[http://sports.engelhorn.de/images/product_images/815/177/2902/149646.300.A.v1.460x460.jpg#Speedo-Herren-Badehose-Speedo-Endurance-Alexandro-Aquashort-marine-Gr-6],,"Speedo Herren Badehose Speedo Endurance Alexandro Aquashort, mari...Die Speedo Badehose Endurance Alexandro Aquashort garantiert optimale Bewegungsfreiheit und super Tragekomfort. Dank hochwertiger Materialien bleibt sie auch bei häufigem Chlorkontakt dauerhaft elastisch. Merkmale:- ca. 27cm Beinlänge- innenliegende Kordel - Endurance Material - chlorbeständig - schnelltrocknend Marke: Speedo, Material: 100% Polyester, Farbe: marine, Groesse: 6, Sportart: Wassersport & Tauchen"
39,Badehose,Männlich,Gelb,Vuthy,39,"[http://files.rakuten.de/9667daed9361b7f621795fbb3b3e3646/images/884336401_525402.jpg,http://files.rakuten.de/9667daed9361b7f621795fbb3b3e3646/images/884336401_501477/badehose.jpg,http://files.rakuten.de/9667daed9361b7f621795fbb3b3e3646/images/884336401_542466/badehose.jpg,http://files.rakuten.de/9667daed9361b7f621795fbb3b3e3646/images/884336401_896297/badehose.jpg]",,"Vuthy BadehoseBadehose Herren Badehose von Vuthy Sportliche und elegante Designerbadehose Angenehmer Tragekomfort und die sehr gute Qualität zeichnen diese Badehose aus Normale Passform Mit Kordel am Bund Die Badehose kann von beiden Seiten getragen werden Farbe: siehe Bild Material: 81% Polyamid, 19% Elasthan , Bekleidung & Accessoires, Herrenmode, Herren Sport & Freizeitkleidung, Herren Bademode, Badehosen"
40,Badehose,Männlich,Beige,Peter Goach,39.9,"[http://www.trachtentraum.de/media/catalog/product/f/r/freizeitlederhose-badehose-lederhose-badeshort-lederhosenoptik-badelederhose-beige-3.jpg,http://www.trachtentraum.de/media/catalog/product/f/r/freizeitlederhose-badehose-lederhose-badeshort-lederhosenoptik-badelederhose-beige-1.jpg,http://www.trachtentraum.de/media/catalog/product/f/r/freizeitlederhose-badehose-lederhose-badeshort-lederhosenoptik-badelederhose-beige-2.jpg]",,"Badelederhose - Badehose in Lederhosenoptik beigeDie Lederhose mit der man auch beim Biken, Skaten, Klettern, Schwimmen oder Chillen die beste Figur abgibt. Das wasserabweisende Material und die traditionelle Bestickung machen diese Short zum sportlichen Must Have.
Diese Badehose ist ein echter Hingucker am Weiher, See, Strand und im Freibad!
Material: 100% Polyester
Maschinenwäsche bei 40°"
41,Badehose,Männlich,Rot,O'Neill,39.9,[http://files.rakuten.de/3ce482e1a15be041916ed6ade4efdebe/images/8e74f627c6a56d2a5d6fff6bd7eba90e.jpg],,"O Neill Insert Tights Badehose RedONeill Insert Tights Badehose Red Der Klassiker von O Neill schlechthin- PM O Neill Insert Tights mit seitlichem O Neill Logo und Regular Passform, vorne ist eine Kordel zum binden. Sie Badehose besteht aus 80% Polyamid und 20% Elasthan."
42,Badehose,Männlich,Schwarz,O'Neill,39.9,[http://files.rakuten.de/3ce482e1a15be041916ed6ade4efdebe/images/9dd5e5de339046187fb187686dcfa78d.jpg],,"O'Neill Insert Tights Badehose BlackO'Neill Insert Tights Badehose Black Der Klassiker von O`Neill schlechthin- PM O`Neill Insert Tights mit seitlichem O`Neill Logo und Regular Passform, vorne ist eine Kordel zum binden. Sie Badehose besteht aus 80% Polyamid und 20% Elasthan. , Bekleidung & Accessoires, Herrenmode, Herren Sport & Freizeitkleidung, Herren Bademode, Badehosen"
43,Badehose,Männlich,Grün,Bruno Banani,44.99,"[http://affiliate-bilder.baur.de/pool/formata/4908781.jpg?img.jpg,http://affiliate-bilder.baur.de/pool/formata/2967191.jpg]",,"Herren Boxer-Badehose Bruno Banani von bruno_banani_waescheMit angesagtem Print seitlich. Vorderfutter und Außenkordel. Aus 80% Polyamid, 20% Elasthan. Futter: 100% Polyester."
45,Badehose,Männlich,Blau,Bruno Banani,54.95,"[http://www.breuninger.com/medias/sys_master/pod/2013/04/9177417547806.jpg,http://www.breuninger.com/medias/sys_master/zoom/2013/04/9177417449502.jpg]",,"bruno banani Badehose COASTA schwarzOb am Pool oder Strand, mit der Badehose COASTA von bruno banani fühlen Sie sich immer trendy und cool. Bei dieser Badehose stimmt einfach alles! Limited Edition.Gummibund mit Tunnelzug Hochwertiges, schnell trocknendes Material Vorderteil gefüttert Angesagtes Paisley-Muster"
46,Badehose,Männlich,Grün,HOM,59,"[http://www.karstadt.de/dbimages/ks/8/80/1809129218green-lightcombiM009_6190_QuadratischgrossFront_1200x1200_600_2013-04-26_g.jpg,http://www.karstadt.de/dbimages/ks/8/80/1809129218green-lightcombiM009_6190_QuadratischgrossFront_1200x1200_600_2013-04-26_d.jpg]",,"HOM Badehose Boxer, Green-Light combiLässige Boxer zum Schwimmen oder Relaxen am Strand. Optimaler Tragekomfort kombiniert mit einer perfekten Passform und vollendet mit einem sportlichen Design, all dies sind die Vorzüge dieser Badehose. Seitliche Taschen mit Aufdruck machen den maritimen Look perfekt. In der gelben Ausführung vermeidet ein dickeres Futter jede Transparenz. Material: 100% NylonZielgruppe: HerrenSerie: Marine ChicProdukttyp: BadehoseProduktart: BadebekleidungFarbe: Green-Light combi"
47,Badehose,Männlich,Blau,Santa Cruz,59.9,[http://www.skater-schuhe.de/images/sanmpab-big-blue.jpg],,SANTA CRUZ Badehose BIG HAND BOARDIESANTA CRUZ Badehose BIG HAND BOARDIE Hammer Farben Top Farbenkombination schönes Design 100% Polyester
48,Badehose,Männlich,Rot,Lacoste,99.95,"[http://media.peterhahn.de/is/image/peterhahn/google/-408047_CAT_M_220213_100606.jpg,http://media.peterhahn.de/is/image/peterhahn/google/-408047_CAT_M_220213_100606.jpg#badehose-von-lacoste,http://media.peterhahn.de/is/image/peterhahn/D/-408047_CAT_M_220213_100606.jpg#badehose-von-lacoste,http://media.peterhahn.de/is/image/peterhahn/E/-408047_CAT_M_220213_100606.jpg#badehose-von-lacoste]",,"Badehose von Lacoste, Rot (Gr. 5)Badehose von Lacoste: 100% Polyamid. Mit verdecktem Logo-Print: Die Krokodile werden erst bei nasser Hose sichtbar. Mit 2 Nahttaschen, einer aufgesetzten Gesäßtasche und Rundum-Dehnbund mit Kordel. Netz-Innenhose aus 100% Polyamid. Größe 4 (S), 5 (M), 6 (L), 7 (XL). 4, 5, 6, 7"
49,Badehose,Männlich,Blau,Lacoste,99.95,"[http://media.peterhahn.de/is/image/peterhahn/google/-408039_CAT_M_290113_154900.jpg,http://media.peterhahn.de/is/image/peterhahn/google/-408039_CAT_M_290113_154900.jpg#badehose-von-lacoste,http://media.peterhahn.de/is/image/peterhahn/D/-408039_CAT_M_290113_154900.jpg#badehose-von-lacoste,http://media.peterhahn.de/is/image/peterhahn/E/-408039_CAT_M_290113_154900.jpg#badehose-von-lacoste]",,"Badehose von Lacoste, Marine (Gr. 7)Badehose von Lacoste: 100% Polyamid. Mit verdecktem Logo-Print: Die Krokodile werden erst bei nasser Hose sichtbar. Mit 2 Nahttaschen, einer aufgesetzten Gesäßtasche und Rundum-Dehnbund mit Kordel. Netz-Innenhose aus 100% Polyamid. Größe 4 (S), 5 (M), 6 (L), 7 (XL). 4, 5, 6, 7"
76,Bluse,Weiblich,Weiß,Closed,135,[http://www.closed.com/out/pictures/1/c94032-21l-22-232_pic1.jpg],,"Closed Blusen Georgette Shirt off Weiß S,L,M,XL,XSClosed Blusen: Georgette Shirt Bluse mit aufgesetzter Knopfleiste und Hemdkragen. Georgette aus reiner Seide. 100% Seide Farbe: off white Closed Größen: S,L,M,XL,XS"
77,Bluse,Weiblich,Grün,Joop!,149.95,"[http://image01.otto.de/pool/albamoda_formatI/8049941.jpg,http://image01.otto.de/pool/albamoda_formatI/8404469.jpg]",,"Joop! Bluse grün Gr. 38Bluse von JOOP! in leicht gecrashter Optik. Durch das innovative und manuelle COLD-DYED Färbeverfahren ist jedes Teil ein Unikat. In leichter Degradee-Optik mit Stehkragen, langem Arm, geknöpfter Manschette, verdeckter Knopfleiste, Brusttasche und gerundetem Saum. Leicht figurumspielende Form, Länge in Gr. 38 ca. 69 cm. 100% Baumwolle, waschbar"
78,Bluse,Weiblich,Bunt,Tom Tailor,34.96,"[http://images.tom-tailor.com/bilder/produktbilderIM/al/9f613e67-d2e8-68e4-0958-39e2267cda6f.jpg,http://images.tom-tailor.com/bilder/produktbilderIM/am/93213aa3-b7f4-7c34-4105-306c0099908e.jpg]",,"Bluse/Hemd, Tom Tailor, printed linen blousetunicleichte Bluse aus Voile mit Flower-Print für Frauen (mehrfarbig gemustert) mit 3/4 Ärmeln, mit Henleykragen und abgesetzter Blende, schmaler V-Ausschnitt und 3-Knopfleiste, feminine Biesen auf der Front, abgerundeter Saum, TOM TAILOR Badge vorne am Saum."
